,value_as_string,0,1,2
528,LYNQ^Q1LAA BY04^BY04-11,LYNQ,Q1LAA BY04,BY04-11
928,LYNQ^Q1LAA BY03^BY03-07,LYNQ,Q1LAA BY03,BY03-07
483,LYNQ^Q1LAA BY01^BY01-02,LYNQ,Q1LAA BY01,BY01-02
787,LYNQ^Q1LAA BY04^BY04-12,LYNQ,Q1LAA BY04,BY04-12
1329,LYNQ^Q1LAA SR02^SR02-02,LYNQ,Q1LAA SR02,SR02-02
1527,LYNQ^Q1LAA BY04^BY04-10,LYNQ,Q1LAA BY04,BY04-10
954,LYNQ^Q1LAA BY04^BY04-09,LYNQ,Q1LAA BY04,BY04-09
85,MCCCV^null^null,MCCCV,null,null
1389,MCCCV^MCC CVEN POOL^CV,MCCCV,MCC CVEN POOL,CV
458,MCCTHR^MCCTHR POOL01^THR,MCCTHR,MCCTHR POOL01,THR
1152,MCUN^E03MCUN BY10^BY10-C33A,MCUN,E03MCUN BY10,BY10-C33A
260,MCUN^E03MCUN BY11^BY11-C37A,MCUN,E03MCUN BY11,BY11-C37A
816,MCUN^E03MCUN BY05^BY05-C16B,MCUN,E03MCUN BY05,BY05-C16B
233,MCUN^E03MCUN SR01^SR01-C01,MCUN,E03MCUN SR01,SR01-C01
1133,MCUN^E03MCUN BY11^BY11-C38B,MCUN,E03MCUN BY11,BY11-C38B
1217,MCUN^E03MCUN SR45^SR45-C02,MCUN,E03MCUN SR45,SR45-C02
996,MCUN^E03MCUN BY10^BY10-C36B,MCUN,E03MCUN BY10,BY10-C36B
859,MCUN^E03MCUN BY11^BY11-C40B,MCUN,E03MCUN BY11,BY11-C40B
1215,MCUN^E03MCUN BY09^BY09-C30A,MCUN,E03MCUN BY09,BY09-C30A
1237,MCUN^E03MCUN BY02^BY02-C02B,MCUN,E03MCUN BY02,BY02-C02B
786,MCUN^E03MCUN SR44^SR44-C02,MCUN,E03MCUN SR44,SR44-C02
1235,MCUN^E03MCUN BY04^BY04-C10B,MCUN,E03MCUN BY04,BY04-C10B
1028,MCUN^E03MCUN SR42^SR42-C01,MCUN,E03MCUN SR42,SR42-C01
1173,MCUN^E03MCUN BY10^BY10-C33B,MCUN,E03MCUN BY10,BY10-C33B
331,MCUN^E03MCUN BY05^BY05-C18B,MCUN,E03MCUN BY05,BY05-C18B
803,MCUN^E03MCUN BY06^BY06-C22A,MCUN,E03MCUN BY06,BY06-C22A
982,MCUN^E03MCUN BY02^BY02-C03B,MCUN,E03MCUN BY02,BY02-C03B
768,MCUN^E03MCUN BY02^BY02-C03A,MCUN,E03MCUN BY02,BY02-C03A
769,MCUN^E03MCUN SR43^SR43-C02,MCUN,E03MCUN SR43,SR43-C02
1051,MCUN^E03MCUN BY07^BY07-C24A,MCUN,E03MCUN BY07,BY07-C24A
845,MCUN^E03MCUN BY06^BY06-C21B,MCUN,E03MCUN BY06,BY06-C21B
1101,MCUN^E03MCUN BY08^BY08-C28A,MCUN,E03MCUN BY08,BY08-C28A
318,MCUN^E03MCUN BY09^BY09-C32B,MCUN,E03MCUN BY09,BY09-C32B
1178,MCUN^E03MCUN BY09^BY09-C31B,MCUN,E03MCUN BY09,BY09-C31B
1053,MCUN^E03MCUN BY04^BY04-C10A,MCUN,E03MCUN BY04,BY04-C10A
1110,MCUN^E03MCUN BY05^BY05-C15A,MCUN,E03MCUN BY05,BY05-C15A
871,MCUN^E03MCUN BY06^BY06-C20B,MCUN,E03MCUN BY06,BY06-C20B
219,MCUN^E03MCUN BY11^BY11-C40A,MCUN,E03MCUN BY11,BY11-C40A
829,MCUN^E03MCUN BY02^BY02-C05,MCUN,E03MCUN BY02,BY02-C05
1199,MCUN^E03MCUN BY08^BY08-C28B,MCUN,E03MCUN BY08,BY08-C28B
1354,MCUN^E03MCUN BY06^BY06-C19A,MCUN,E03MCUN BY06,BY06-C19A
1243,MCUN^E03MCUN BY08^BY08-C26A,MCUN,E03MCUN BY08,BY08-C26A
1315,MCUN^E03MCUN BY08^BY08-C26B,MCUN,E03MCUN BY08,BY08-C26B
1549,MCUN^E03MCUN BY04^BY04-C14A,MCUN,E03MCUN BY04,BY04-C14A
420,MCUN^E03MCUN BY09^BY09-C32A,MCUN,E03MCUN BY09,BY09-C32A
1554,MCUN^E03MCUN BY11^BY11-C37B,MCUN,E03MCUN BY11,BY11-C37B
640,MCUN^E03MCUN SR43^SR43-C01,MCUN,E03MCUN SR43,SR43-C01
1560,MCUN^E03MCUN BY05^BY05-C17A,MCUN,E03MCUN BY05,BY05-C17A
523,MCUN^E03MCUN BY02^BY02-C04B,MCUN,E03MCUN BY02,BY02-C04B
696,MCUN^E03MCUN BY04^BY04-C11A,MCUN,E03MCUN BY04,BY04-C11A
530,MCUN^E03MCUN SR45^SR45-C01,MCUN,E03MCUN SR45,SR45-C01
1563,MCUN^E03MCUN SR41^SR41-C02,MCUN,E03MCUN SR41,SR41-C02
137,MCUN^E03MCUN SR41^SR41-C01,MCUN,E03MCUN SR41,SR41-C01
1336,MCUN^E03MCUN BY04^BY04-C11B,MCUN,E03MCUN BY04,BY04-C11B
1664,MCUN^E03MCUN BY04^BY04-C12B,MCUN,E03MCUN BY04,BY04-C12B
59,MCUN^E03MCUN SR46^SR46-C01,MCUN,E03MCUN SR46,SR46-C01
1625,MCUN^E03MCUN BY09^BY09-C30B,MCUN,E03MCUN BY09,BY09-C30B
406,MCUN^E03MCUN BY02^BY02-C02A,MCUN,E03MCUN BY02,BY02-C02A
1353,MCUN^E03MCUN BY11^BY11-C38A,MCUN,E03MCUN BY11,BY11-C38A
1621,MCUN^E03MCUN BY10^BY10-C35B,MCUN,E03MCUN BY10,BY10-C35B
73,MCUN^E03MCUN BY11^BY11-C39A,MCUN,E03MCUN BY11,BY11-C39A
157,MCUN^E03MCUN BY11^BY11-C39B,MCUN,E03MCUN BY11,BY11-C39B
152,MCUN^E03MCUN BY03^BY03-C06A,MCUN,E03MCUN BY03,BY03-C06A
1597,MCUN^E03MCUN BY05^BY05-C18A,MCUN,E03MCUN BY05,BY05-C18A
1430,MCUN^E03MCUN BY09^BY09-C31A,MCUN,E03MCUN BY09,BY09-C31A
667,MCUN^E03MCUN BY06^BY06-C21A,MCUN,E03MCUN BY06,BY06-C21A
1582,MCUN^E03MCUN BY07^BY07-C23A,MCUN,E03MCUN BY07,BY07-C23A
709,MCUN^E03MCUN BY09^BY09-C29B,MCUN,E03MCUN BY09,BY09-C29B
656,MCUN^E03MCUN BY10^BY10-C36A,MCUN,E03MCUN BY10,BY10-C36A
178,MCUN^E03MCUN BY08^BY08-C27A,MCUN,E03MCUN BY08,BY08-C27A
95,MCUN^E03MCUN BY04^BY04-C12A,MCUN,E03MCUN BY04,BY04-C12A
1473,MCUN^E03MCUN BY03^BY03-C06B,MCUN,E03MCUN BY03,BY03-C06B
602,MCUN^E03MCUN SR44^SR44-C01,MCUN,E03MCUN SR44,SR44-C01
1832,MCUN^E03MCUN BY05^BY05-C15B,MCUN,E03MCUN BY05,BY05-C15B
1250,MCUN^E03MCUN BY07^BY07-C23B,MCUN,E03MCUN BY07,BY07-C23B
1814,MCUN^E03MCUN BY07^BY07-C24B,MCUN,E03MCUN BY07,BY07-C24B
1811,MCUN^E03MCUN BY06^BY06-C20A,MCUN,E03MCUN BY06,BY06-C20A
1807,MCUN^E03MCUN BY06^BY06-C19B,MCUN,E03MCUN BY06,BY06-C19B
346,MCUN^E03MCUN BY03^BY03-C08B,MCUN,E03MCUN BY03,BY03-C08B
627,MCUN^E03MCUN SR42^SR42-C02,MCUN,E03MCUN SR42,SR42-C02
734,MCUN^E03MCUN BY08^BY08-C25B,MCUN,E03MCUN BY08,BY08-C25B
1713,MCUN^E03MCUN BY05^BY05-C17B,MCUN,E03MCUN BY05,BY05-C17B
1794,MCUN^E03MCUN BY03^BY03-C07A,MCUN,E03MCUN BY03,BY03-C07A
349,MCUN^E03MCUN BY10^BY10-C34B,MCUN,E03MCUN BY10,BY10-C34B
729,MCUN^E03MCUN BY04^BY04-C14B,MCUN,E03MCUN BY04,BY04-C14B
1724,MCUN^E03MCUN BY10^BY10-C34A,MCUN,E03MCUN BY10,BY10-C34A
376,MCUN^E03MCUN BY02^BY02-C05A,MCUN,E03MCUN BY02,BY02-C05A
1741,MCUN^E03MCUN BY03^BY03-C09B,MCUN,E03MCUN BY03,BY03-C09B
502,MCUN^E03MCUN BY08^BY08-C27B,MCUN,E03MCUN BY08,BY08-C27B
476,MCUN^E03MCUN BY06^BY06-C22B,MCUN,E03MCUN BY06,BY06-C22B
724,MCUN^E03MCUN BY02^BY02-C04A,MCUN,E03MCUN BY02,BY02-C04A
494,MCUN^E03MCUN BY03^BY03-C09A,MCUN,E03MCUN BY03,BY03-C09A
395,MCUN^E03MCUN BY10^BY10-C35A,MCUN,E03MCUN BY10,BY10-C35A
493,MCUN^E03MCUN BY09^BY09-C29A,MCUN,E03MCUN BY09,BY09-C29A
1768,MCUN^E03MCUN BY03^BY03-C08A,MCUN,E03MCUN BY03,BY03-C08A
98,MCUN^E03MCUN BY08^BY08-C25A,MCUN,E03MCUN BY08,BY08-C25A
629,MCUN^E03MCUN BY05^BY05-C16A,MCUN,E03MCUN BY05,BY05-C16A
369,MCUN^E03MCUN BY03^BY03-C07B,MCUN,E03MCUN BY03,BY03-C07B
1577,MFAW^MFAU SR09^SR09-09,MFAW,MFAU SR09,SR09-09
1477,MFAW^MFAU SR08^SR08-08,MFAW,MFAU SR08,SR08-08
584,MFAW^MFAU SR03^SR03-03,MFAW,MFAU SR03,SR03-03
1674,MFAW^MFAU SR04^SR04-04,MFAW,MFAU SR04,SR04-04
1391,MFAW^MFAU SR07^SR07-07,MFAW,MFAU SR07,SR07-07
1522,MFAW^null^null,MFAW,null,null
788,MFAW^MFAU SR02^SR02-02,MFAW,MFAU SR02,SR02-02
354,MFAW^MFAU SR06^SR06-06,MFAW,MFAU SR06,SR06-06
1242,MFAW^MFAU SR01^SR01-01,MFAW,MFAU SR01,SR01-01
702,MFAW^MFAU WAIT^WAITING,MFAW,MFAU WAIT,WAITING
1804,MFAW^MFAU SR05^SR05-05,MFAW,MFAU SR05,SR05-05
1779,MFAW^MFAU COTS^COT,MFAW,MFAU COTS,COT
576,MFNQ^C4MLF BY04^BY04-03,MFNQ,C4MLF BY04,BY04-03
1087,MFNQ^C4MLF BY04^BY04-04,MFNQ,C4MLF BY04,BY04-04
446,MFNQ^C4MLF BY01^BY01-05,MFNQ,C4MLF BY01,BY01-05
1834,MFNQ^C4MLF BY02^BY02-05,MFNQ,C4MLF BY02,BY02-05
1776,MFNQ^C4MLF BY04^BY04-05,MFNQ,C4MLF BY04,BY04-05
998,MFNQ^C4MLF BY02^BY02-02,MFNQ,C4MLF BY02,BY02-02
1735,MFNQ^C4MLF BY03^BY03-02,MFNQ,C4MLF BY03,BY03-02
1059,MFNQ^C4MLF BY03^BY03-03,MFNQ,C4MLF BY03,BY03-03
872,MFNQ^C4MLF WAITING^WAIT,MFNQ,C4MLF WAITING,WAIT
1067,MFNQ^C4MLF BY01^BY01-01,MFNQ,C4MLF BY01,BY01-01
870,MFNQ^C4MLF BY03^BY03-01,MFNQ,C4MLF BY03,BY03-01
71,MFNQ^C4MLF BY01^BY01-03,MFNQ,C4MLF BY01,BY01-03
885,MFNQ^C4MLF BY03^BY03-05,MFNQ,C4MLF BY03,BY03-05
748,MFNQ^null^null,MFNQ,null,null
1507,MFNQ^C4MLF BY03^BY03-04,MFNQ,C4MLF BY03,BY03-04
352,MFNQ^C4MLF BY01^BY01-02,MFNQ,C4MLF BY01,BY01-02
1238,MFNQ^C4MLF BY02^BY02-06,MFNQ,C4MLF BY02,BY02-06
765,MFNQ^C4MLF BY04^BY04-02,MFNQ,C4MLF BY04,BY04-02
1200,MFNQ^C4MLF BY03^BY03-06,MFNQ,C4MLF BY03,BY03-06
1196,MFNQ^C4MLF SR01^SR01-01,MFNQ,C4MLF SR01,SR01-01
1296,MFNQ^C4MLF SR02^SR02-02,MFNQ,C4MLF SR02,SR02-02
1326,MFNQ^C4MLF SR03^SR03-03,MFNQ,C4MLF SR03,SR03-03
804,MFNQ^C4MLF BY01^BY01-04,MFNQ,C4MLF BY01,BY01-04
1410,MFNQ^C4MLF BY02^BY02-04,MFNQ,C4MLF BY02,BY02-04
1126,MFNQ^C4MLF BY02^BY02-03,MFNQ,C4MLF BY02,BY02-03
913,MFNQ^C4MLF BY04^BY04-06,MFNQ,C4MLF BY04,BY04-06
1466,MFNQ^C4MLF BY02^BY02-01,MFNQ,C4MLF BY02,BY02-01
319,MFNQ^C4MLF BY04^BY04-01,MFNQ,C4MLF BY04,BY04-01
1519,MINQ^C0MITU SR06^SR06-06,MINQ,C0MITU SR06,SR06-06
49,MINQ^C0MITU CB04^CB04-04,MINQ,C0MITU CB04,CB04-04
126,MINQ^C0MITU WAITING^WAIT,MINQ,C0MITU WAITING,WAIT
880,MINQ^C0MITU SR05^SR05-05,MINQ,C0MITU SR05,SR05-05
1163,MINQ^C0MITU CB02^CB02-02,MINQ,C0MITU CB02,CB02-02
678,MINQ^C0MITU CB08^CB08-08,MINQ,C0MITU CB08,CB08-08
1209,MINQ^C0MITU CB09^CB09-09,MINQ,C0MITU CB09,CB09-09
1698,MINQ^C0MITU SR01^SR01-01,MINQ,C0MITU SR01,SR01-01
433,MINQ^C0MITU CB07^CB07-07,MINQ,C0MITU CB07,CB07-07
1260,MINQ^C0MITU SR10^SR10-10,MINQ,C0MITU SR10,SR10-10
735,MMCHCA^MCCHCA BY01^BY01-CH01,MMCHCA,MCCHCA BY01,BY01-CH01
236,MMCHCA^MCCHCA BY02^BY02-BD02,MMCHCA,MCCHCA BY02,BY02-BD02
1277,MMCHCA^MCCHCA LOA^LOA,MMCHCA,MCCHCA LOA,LOA
292,MMCHCA^MCCHCA BY02^BY02-CH07,MMCHCA,MCCHCA BY02,BY02-CH07
1292,MMCHCA^MCCHCA BY04^BY04-02,MMCHCA,MCCHCA BY04,BY04-02
298,MMCHCA^MCCHCA SR06^SR06-06,MMCHCA,MCCHCA SR06,SR06-06
1479,MMCHCA^MCCHCA BY02^BY02-CH08,MMCHCA,MCCHCA BY02,BY02-CH08
515,MMCHCA^MCCHCA BY04^BY04-04,MMCHCA,MCCHCA BY04,BY04-04
1248,MMCHCA^MCCHCA BY04^BY04-01,MMCHCA,MCCHCA BY04,BY04-01
207,MMCHCA^MCCHCA BY01^BY01-CH04,MMCHCA,MCCHCA BY01,BY01-CH04
890,MMCHCA^MCCHCA WAITING^WAIT,MMCHCA,MCCHCA WAITING,WAIT
1179,MMCHCA^MCCHCA BY01^BY01-CH03,MMCHCA,MCCHCA BY01,BY01-CH03
915,MMCHCA^null^null,MMCHCA,null,null
267,MMCHCA^MCCHCA BY02^BY02-CH09,MMCHCA,MCCHCA BY02,BY02-CH09
151,MMCHCA^MCCHCA BY03^BY03-02,MMCHCA,MCCHCA BY03,BY03-02
1452,MMCHCA^MCCHCA BY03^BY03-01,MMCHCA,MCCHCA BY03,BY03-01
50,MMCHCA^MCCHCA BY03^BY03-03,MMCHCA,MCCHCA BY03,BY03-03
363,MMCHCA^MCCHCA BY04^BY04-03,MMCHCA,MCCHCA BY04,BY04-03
1445,MMCHCA^MCCHCA BY01^BY01-CH02,MMCHCA,MCCHCA BY01,BY01-CH02
1681,MMCHCA^MCCHCA SR05^SR05-05,MMCHCA,MCCHCA SR05,SR05-05
1258,MMDP^MMKT DERM SR01^SR01-01,MMDP,MMKT DERM SR01,SR01-01
1016,MMDP^MMKT DERM WAITING^WAIT,MMDP,MMKT DERM WAITING,WAIT
1785,MMDP^MMKT DERM SR02^SR02-02,MMDP,MMKT DERM SR02,SR02-02
135,MMDP^null^null,MMDP,null,null
926,MVNQ^Q6MV BY04^BY04-11,MVNQ,Q6MV BY04,BY04-11
751,MVNQ^Q6MV WAITING^WAIT,MVNQ,Q6MV WAITING,WAIT
1774,MVNQ^Q6MV SR01^SR01-01,MVNQ,Q6MV SR01,SR01-01
1420,MVNQ^Q6MV BY02^BY02-04,MVNQ,Q6MV BY02,BY02-04
4,MVNQ^Q6MV BY03^BY03-06,MVNQ,Q6MV BY03,BY03-06
1072,MVNQ^Q6MV BY01^BY01-01,MVNQ,Q6MV BY01,BY01-01
245,MVNQ^Q6MV BY01^BY01-03,MVNQ,Q6MV BY01,BY01-03
981,MVNQ^Q6MV BY03^BY03-07,MVNQ,Q6MV BY03,BY03-07
1810,MVNQ^Q6MV BY02^BY02-05,MVNQ,Q6MV BY02,BY02-05
1334,MVNQ^Q6MV BY04^BY04-12,MVNQ,Q6MV BY04,BY04-12
1335,MVNQ^Q6MV SR02^SR02-02,MVNQ,Q6MV SR02,SR02-02
514,MVNQ^Q6MV BY03^BY03-08,MVNQ,Q6MV BY03,BY03-08
1181,MVNQ^Q6MV BY01^BY01-02,MVNQ,Q6MV BY01,BY01-02
1639,MVNQ^Q6MV BY03^BY03-09,MVNQ,Q6MV BY03,BY03-09
1344,MVNQ^Q6MV BY04^BY04-10,MVNQ,Q6MV BY04,BY04-10
1052,NCNQ^C0NMCCC BY01^BY01-02,NCNQ,C0NMCCC BY01,BY01-02
1298,NCNQ^C0NMCCC SR01^SR01-01,NCNQ,C0NMCCC SR01,SR01-01
190,NCNQ^C0NMCCC BY01^BY01-05,NCNQ,C0NMCCC BY01,BY01-05
946,NCNQ^C0NMCCC BY01^BY01-03,NCNQ,C0NMCCC BY01,BY01-03
1780,NCNQ^C0NMCCC WAITING^WAIT,NCNQ,C0NMCCC WAITING,WAIT
1351,NCNQ^C0NMCCC BY01^BY01-01,NCNQ,C0NMCCC BY01,BY01-01
12,NCNQ^C0NMCCC BY01^BY01-04,NCNQ,C0NMCCC BY01,BY01-04
1153,NFNQ^C4NF SR16^SR16-16,NFNQ,C4NF SR16,SR16-16
1745,NFNQ^C4NF SR10^SR10-10,NFNQ,C4NF SR10,SR10-10
1115,NFNQ^C4NF SR09^SR09-09,NFNQ,C4NF SR09,SR09-09
1127,NFNQ^C4NF SR13^SR13-13,NFNQ,C4NF SR13,SR13-13
1337,NFNQ^C4NF SR17^SR17-17,NFNQ,C4NF SR17,SR17-17
208,NFNQ^C4NF SR14^SR14-14,NFNQ,C4NF SR14,SR14-14
195,NFNQ^null^null,NFNQ,null,null
1568,NFNQ^C4NF SR04^SR04-04,NFNQ,C4NF SR04,SR04-04
1091,NFNQ^C4NF SR07^SR07-07,NFNQ,C4NF SR07,SR07-07
1320,NFNQ^C4NF WAITING^WAIT,NFNQ,C4NF WAITING,WAIT
1111,NFNQ^C4NF SR18^SR18-18,NFNQ,C4NF SR18,SR18-18
1273,NFNQ^C4NF SR03^SR03-03,NFNQ,C4NF SR03,SR03-03
133,NFNQ^C4NF SR11^SR11-11,NFNQ,C4NF SR11,SR11-11
1140,NFNQ^C4NF SR01^SR01-1B,NFNQ,C4NF SR01,SR01-1B
380,NFNQ^C4NF SR12^SR12-12,NFNQ,C4NF SR12,SR12-12
661,NFNQ^C4NF SR01^SR01-1A,NFNQ,C4NF SR01,SR01-1A
401,NFNQ^C4NF SR15^SR15-15,NFNQ,C4NF SR15,SR15-15
799,NFNQ^C4NF SR05^SR05-05,NFNQ,C4NF SR05,SR05-05
403,NFNQ^C4NF SR02^SR02-02,NFNQ,C4NF SR02,SR02-02
538,NFNQ^C4NF SR06^SR06-06,NFNQ,C4NF SR06,SR06-06
814,NFNQ^C4NF SR08^SR08-08,NFNQ,C4NF SR08,SR08-08
917,NHNNIR^NHNN IR POOL^POOL,NHNNIR,NHNN IR POOL,POOL
1304,NHNNIR^NHNN C0 INT RADIOLOGY POOL ROOM^INR,NHNNIR,NHNN C0 INT RADIOLOGY POOL ROOM,INR
544,NHNNTHR^null^null,NHNNTHR,null,null
1327,NHNNTHR^NHNNTHR POOL01^THR,NHNNTHR,NHNNTHR POOL01,THR
1661,NICU^NICU NU04^NU04-17,NICU,NICU NU04,NU04-17
997,NICU^NICU NU05^NU05-22,NICU,NICU NU05,NU05-22
48,NICU^NICU NU01^NU01-A,NICU,NICU NU01,NU01-A
418,NICU^NICU NU05^NU05-21,NICU,NICU NU05,NU05-21
807,NICU^NICU NU02^NU02-07,NICU,NICU NU02,NU02-07
1532,NICU^NICU CB01^CB01-05,NICU,NICU CB01,CB01-05
1106,NICU^NICU NU01^NU01-01,NICU,NICU NU01,NU01-01
1302,NICU^NICU NU03^NU03-12,NICU,NICU NU03,NU03-12
1503,NICU^NICU NU02^NU02-10,NICU,NICU NU02,NU02-10
967,NICU^NICU NU01^NU01-04,NICU,NICU NU01,NU01-04
1083,NICU^NICU NU02^NU02-C,NICU,NICU NU02,NU02-C
1765,NICU^NICU NU03^NU03-14,NICU,NICU NU03,NU03-14
184,NICU^NICU NU04^NU04-19,NICU,NICU NU04,NU04-19
1359,NICU^NICU NU04^NU04-18,NICU,NICU NU04,NU04-18
339,NICU^NICU NU03^NU03-F,NICU,NICU NU03,NU03-F
1428,NICU^NICU CB02^CB02-06,NICU,NICU CB02,CB02-06
630,NICU^NICU NU02^NU02-09,NICU,NICU NU02,NU02-09
1035,NICU^NICU NU01^NU01-03,NICU,NICU NU01,NU01-03
761,NICU^NICU NU02^NU02-08,NICU,NICU NU02,NU02-08
1156,NICU^NICU NU03^NU03-E,NICU,NICU NU03,NU03-E
68,NICU^NICU NU01^NU01-B,NICU,NICU NU01,NU01-B
1265,NICU^NICU NU01^NU01-02,NICU,NICU NU01,NU01-02
598,NICU^NICU NU02^NU02-D,NICU,NICU NU02,NU02-D
1062,NICU^NICU NU03^NU03-15,NICU,NICU NU03,NU03-15
934,NICU^NICU NU05^NU05-20,NICU,NICU NU05,NU05-20
1360,NICU^NICU NU03^NU03-11,NICU,NICU NU03,NU03-11
1261,NICU^NICU NU04^NU04-16,NICU,NICU NU04,NU04-16
337,NRVY^NRVY CB02^CB02-S2,NRVY,NRVY CB02,CB02-S2
99,NRVY^NRVY CB01^CB01-S1,NRVY,NRVY CB01,CB01-S1
513,OFFBIRTH^OFFBIRTH POOL01^HOME BIRTH,OFFBIRTH,OFFBIRTH POOL01,HOME BIRTH
772,ONCSUP^MCCSUP SR19A^SR19A,ONCSUP,MCCSUP SR19A,SR19A
212,ONCSUP^MCCSUP SR21^SR21,ONCSUP,MCCSUP SR21,SR21
1306,ONCSUP^MCCSUP CH29^CH29,ONCSUP,MCCSUP CH29,CH29
159,ONCSUP^MCCSUP SR27^SR27,ONCSUP,MCCSUP SR27,SR27
1424,ONCSUP^MCCSUP WAITING^WAIT,ONCSUP,MCCSUP WAITING,WAIT
422,ONCSUP^MCCSUP SR19B^SR19B,ONCSUP,MCCSUP SR19B,SR19B
642,ONCSUP^MCCSUP CH04^CH04,ONCSUP,MCCSUP CH04,CH04
1498,ONCSUP^MCCSUP CH10^CH10,ONCSUP,MCCSUP CH10,CH10
259,ONCSUP^MCCSUP CH02^CH02,ONCSUP,MCCSUP CH02,CH02
726,ONCSUP^MCCSUP CH03^CH03,ONCSUP,MCCSUP CH03,CH03
1743,ONCSUP^MCCSUP IN TREAT^HOLDING,ONCSUP,MCCSUP IN TREAT,HOLDING
129,ONCSUP^MCCSUP CH07^CH07,ONCSUP,MCCSUP CH07,CH07
350,ONCSUP^null^null,ONCSUP,null,null
1219,ONCSUP^MCCSUP SR20^SR20,ONCSUP,MCCSUP SR20,SR20
622,ONCSUP^MCCSUP SR28^SR28,ONCSUP,MCCSUP SR28,SR28
1782,ONCSUP^MCCSUP CH09^CH09,ONCSUP,MCCSUP CH09,CH09
728,ONCSUP^MCCSUP CH05^CH05,ONCSUP,MCCSUP CH05,CH05
722,ONCSUP^MCCSUP BD22^BD22,ONCSUP,MCCSUP BD22,BD22
1259,ONCSUP^MCCSUP CH08^CH08,ONCSUP,MCCSUP CH08,CH08
454,ONCSUP^MCCSUP CH06^CH06,ONCSUP,MCCSUP CH06,CH06
932,ONCSUP^MCCSUP BD23^BD23,ONCSUP,MCCSUP BD23,BD23
124,ONCSUP^MCCSUP CH30^CH30,ONCSUP,MCCSUP CH30,CH30
1279,ONCSUP^MCCSUP BD24^BD24,ONCSUP,MCCSUP BD24,BD24
1830,ONCSUP^MCCSUP CH01^CH01,ONCSUP,MCCSUP CH01,CH01
1245,ONCSUP^MCCSUP BD25^BD25,ONCSUP,MCCSUP BD25,BD25
1233,ONCSUP^MCCSUP SR26^SR26,ONCSUP,MCCSUP SR26,SR26
1340,P02CT^UCH P02 IR POOL^POOL,P02CT,UCH P02 IR POOL,POOL
150,P02CT^null^null,P02CT,null,null
213,P02G^null^null,P02G,null,null
381,P02G^UCH P02 ENDO POOL^ENDO,P02G,UCH P02 ENDO POOL,ENDO
1545,P02IR^UCH P02 IR POOL^POOL,P02IR,UCH P02 IR POOL,POOL
153,P02IR^null^null,P02IR,null,null
1675,P02MRI^UCH P02 IR POOL^POOL,P02MRI,UCH P02 IR POOL,POOL
645,P02MRI^null^null,P02MRI,null,null
1,RBNQ^Q3NRU WAITING^WAIT,RBNQ,Q3NRU WAITING,WAIT
1589,RBNQ^Q3NRU BY03^BY03-02,RBNQ,Q3NRU BY03,BY03-02
442,RBNQ^Q3NRU BY04^BY04-01,RBNQ,Q3NRU BY04,BY04-01
102,RBNQ^Q3NRU BY04^BY04-02,RBNQ,Q3NRU BY04,BY04-02
850,RBNQ^Q3NRU BY01^BY01-01,RBNQ,Q3NRU BY01,BY01-01
1530,RBNQ^Q3NRU BY02^BY02-04,RBNQ,Q3NRU BY02,BY02-04
922,RBNQ^Q3NRU BY01^BY01-03,RBNQ,Q3NRU BY01,BY01-03
1822,RBNQ^Q3NRU BY01^BY01-02,RBNQ,Q3NRU BY01,BY01-02
216,RBNQ^Q3NRU BY03^BY03-01,RBNQ,Q3NRU BY03,BY03-01
1109,RBNQ^Q3NRU BY02^BY02-02,RBNQ,Q3NRU BY02,BY02-02
1295,RBNQ^Q3NRU BY01^BY01-04,RBNQ,Q3NRU BY01,BY01-04
1488,RBNQ^Q3NRU BY04^BY04-03,RBNQ,Q3NRU BY04,BY04-03
944,RBNQ^Q3NRU BY02^BY02-01,RBNQ,Q3NRU BY02,BY02-01
307,RBNQ^Q3NRU SR01^SR01-01,RBNQ,Q3NRU SR01,SR01-01
974,RBNQ^Q3NRU BY03^BY03-03,RBNQ,Q3NRU BY03,BY03-03
1760,RBNQ^Q3NRU BY03^BY03-04,RBNQ,Q3NRU BY03,BY03-04
174,RBNQ^Q3NRU SR02^SR02-02,RBNQ,Q3NRU SR02,SR02-02
1448,RBNQ^Q3NRU BY02^BY02-03,RBNQ,Q3NRU BY02,BY02-03
539,RNTNETHR^RNTNETHR POOL01^THR,RNTNETHR,RNTNETHR POOL01,THR
1792,SCBU^SCBU NU06^NU06-G,SCBU,SCBU NU06,NU06-G
177,SCBU^SCBU NU06^NU06-26,SCBU,SCBU NU06,NU06-26
62,SCBU^SCBU NU08^NU08-32,SCBU,SCBU NU08,NU08-32
396,SCBU^SCBU SR01^SR01-01B,SCBU,SCBU SR01,SR01-01B
1788,SCBU^SCBU NU08^NU08-34,SCBU,SCBU NU08,NU08-34
1283,SCBU^SCBU NU07^NU07-29,SCBU,SCBU NU07,NU07-29
789,SCBU^SCBU SR02^SR02-02A,SCBU,SCBU SR02,SR02-02A
179,SCBU^SCBU NU07^NU07-H,SCBU,SCBU NU07,NU07-H
370,SCBU^SCBU SR01^SR01-01A,SCBU,SCBU SR01,SR01-01A
559,SCBU^SCBU NU08^NU08-31,SCBU,SCBU NU08,NU08-31
879,SCBU^SCBU NU06^NU06-24,SCBU,SCBU NU06,NU06-24
1165,SCBU^SCBU NU06^NU06-25,SCBU,SCBU NU06,NU06-25
304,SCBU^SCBU NU07^NU07-28,SCBU,SCBU NU07,NU07-28
